id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
1523,15,15.9,0.0,4.3,15.0,2000.0,0.048,55.0,11.0,105.0
1524,9,9.1,0.0,1.3,88.0,224.0,0.015,77.0,67.0,49.0
1525,23,19.2,0.0,3.0,29.0,2000.0,0.045,59.0,26.0,163.0
1526,11,22.7,0.0,4.7,41.0,1781.0,0.048,38.0,21.0,85.0
1527,20,15.9,0.0,3.5,43.0,2000.0,0.045,21.0,17.0,128.0
1529,5,11.1,0.0,0.9,38.0,1718.0,0.064,63.0,38.0,9.0
1530,10,14.4,0.0,2.1,49.0,1581.0,0.025,49.0,25.0,82.0
1531,10,12.7,0.0,0.9,52.0,1566.0,0.021,53.0,25.0,64.0
1532,7,11.4,0.0,0.8,35.0,1100.0,0.022,64.0,55.0,31.0
1535,4,13.4,0.0,1.4,79.0,815.0,0.027000000000000003,47.0,22.0,9.0
1538,3,12.8,0.0,2.0,38.0,802.0,0.016,94.0,82.0,15.0
1540,1,11.5,0.0,1.2,73.0,774.0,,,,79.0
1541,3,16.3,0.0,2.4,59.0,792.0,0.018000000000000002,111.0,65.0,25.0
1542,17,19.6,0.0,5.0,22.0,2000.0,0.047,41.0,16.0,181.0
1543,13,26.2,0.0,2.6,38.0,1610.0,0.025,41.0,26.0,91.0
1544,2,17.4,0.0,0.5,50.0,1779.0,0.004,74.0,45.0,33.0
1545,4,13.5,0.0,0.9,52.0,2000.0,0.051,32.0,20.0,11.0
1546,7,18.5,0.0,1.2,77.0,629.0,0.055,48.0,32.0,117.0
1547,17,19.8,0.0,2.9,68.0,636.0,0.05,63.0,39.0,138.0
1548,19,25.1,0.0,4.7,55.0,1222.0,0.083,60.0,38.0,293.0
1549,6,15.6,0.0,1.1,63.0,1211.0,0.023,45.0,31.0,30.0
1551,0,19.7,0.0,3.4,76.0,749.0,0.065,48.0,31.0,100.0
1553,18,,,,,,,,,1.0
1557,23,9.5,0.0,2.9,37.0,2000.0,0.036000000000000004,56.0,15.0,58.0
1558,7,7.0,0.0,1.1,75.0,1981.0,0.023,57.0,14.0,88.0
1560,5,12.8,0.0,0.3,74.0,1333.0,0.006,36.0,20.0,14.0
1561,6,14.0,0.0,0.7,51.0,2000.0,0.013,42.0,26.0,33.0
1562,14,14.1,1.0,3.2,50.0,1645.0,0.045,46.0,39.0,2.0
1564,13,21.2,0.0,4.2,26.0,1542.0,0.056,129.0,27.0,108.0
1565,5,14.9,0.0,1.0,63.0,633.0,0.077,81.0,47.0,15.0
1570,13,20.5,0.0,2.8,22.0,1959.0,0.064,51.0,26.0,214.0
1573,12,17.4,0.0,2.8,74.0,1167.0,0.035,36.0,25.0,61.0
1575,16,29.4,0.0,2.2,24.0,1703.0,0.062,43.0,28.0,130.0
1576,13,26.0,0.0,3.3,40.0,1766.0,0.053,38.0,23.0,173.0
1578,0,18.3,0.0,2.6,47.0,2000.0,0.033,49.0,32.0,107.0
1579,23,13.3,0.0,1.4,76.0,780.0,0.012,51.0,43.0,96.0
1580,6,7.9,0.0,0.3,75.0,1472.0,0.036000000000000004,43.0,17.0,21.0
1581,11,9.6,0.0,3.3,99.0,269.0,0.024,22.0,,37.0
1582,8,6.7,0.0,2.1,58.0,801.0,0.004,81.0,67.0,181.0
1584,9,11.4,0.0,0.7,59.0,1297.0,0.021,45.0,25.0,119.0
1588,9,9.8,0.0,0.3,83.0,471.0,0.021,36.0,,86.0
1589,11,17.6,0.0,2.3,30.0,1064.0,0.032,43.0,20.0,88.0
1590,6,18.2,0.0,0.4,80.0,661.0,0.059,48.0,30.0,46.0
1591,18,14.0,0.0,3.7,14.0,1992.0,0.045,,,221.0
1592,13,26.7,0.0,2.8,34.0,1687.0,0.052000000000000005,53.0,31.0,91.0
1593,9,13.0,0.0,2.6,65.0,582.0,0.012,71.0,36.0,79.0
1594,9,16.0,0.0,0.5,54.0,1192.0,0.012,127.0,33.0,53.0
1595,23,18.8,0.0,1.3,46.0,2000.0,0.044,40.0,27.0,153.0
1597,13,23.2,0.0,3.7,45.0,527.0,0.069,225.0,61.0,91.0
1598,6,13.1,0.0,0.7,84.0,236.0,0.041,112.0,66.0,19.0
1599,11,16.3,0.0,3.5,20.0,2000.0,0.036000000000000004,31.0,21.0,76.0
1600,22,13.6,0.0,3.1,84.0,1038.0,0.033,42.0,21.0,112.0
1601,11,22.7,0.0,2.9,38.0,1967.0,0.043,26.0,20.0,111.0
1603,4,16.6,0.0,2.8,48.0,1070.0,0.013,151.0,39.0,16.0
1606,17,17.2,0.0,4.0,32.0,1567.0,0.037000000000000005,67.0,27.0,126.0
1607,21,13.0,0.0,2.7,76.0,528.0,0.015,60.0,50.0,135.0
1608,12,14.7,0.0,2.3,65.0,399.0,0.017,69.0,59.0,101.0
1609,1,18.2,0.0,1.7,51.0,1871.0,,,,53.0
1612,6,16.0,0.0,1.3,56.0,1675.0,0.005,65.0,50.0,37.0
1613,3,16.5,0.0,0.8,59.0,2000.0,0.026,40.0,26.0,28.0
1614,3,11.9,0.0,2.1,58.0,1716.0,0.038,75.0,19.0,22.0
1615,9,17.1,0.0,3.4,76.0,451.0,0.03,65.0,39.0,74.0
1619,19,18.9,0.0,5.0,40.0,2000.0,0.053,49.0,12.0,214.0
1620,17,25.8,0.0,3.2,27.0,1997.0,0.054000000000000006,28.0,16.0,316.0
1621,23,14.0,0.0,1.4,47.0,2000.0,0.046,45.0,23.0,114.0
1624,0,12.2,0.0,1.2,50.0,1707.0,0.033,58.0,29.0,62.0
1625,23,19.4,0.0,0.3,42.0,1368.0,0.07,53.0,31.0,120.0
1626,3,12.2,0.0,2.9,41.0,2000.0,0.042,34.0,27.0,17.0
1627,9,16.6,0.0,2.7,44.0,1134.0,0.029,89.0,50.0,108.0
1629,19,21.6,0.0,3.4,36.0,2000.0,0.038,33.0,14.0,315.0
1630,8,15.5,0.0,1.0,83.0,335.0,0.035,51.0,32.0,61.0
1635,3,10.5,0.0,2.4,73.0,990.0,0.042,46.0,25.0,26.0
1638,15,17.9,0.0,3.2,33.0,1890.0,0.05,69.0,23.0,125.0
1639,12,15.3,0.0,3.5,27.0,1900.0,0.041,67.0,21.0,129.0
1640,5,13.4,0.0,0.9,81.0,1009.0,0.033,34.0,16.0,11.0
1641,23,9.9,0.0,3.3,69.0,1974.0,0.037000000000000005,45.0,17.0,70.0
1642,5,17.4,0.0,0.9,91.0,390.0,0.02,30.0,24.0,17.0
1645,12,17.0,0.0,4.2,24.0,1987.0,0.036000000000000004,,,146.0
1647,14,20.4,0.0,3.6,12.0,2000.0,0.047,23.0,13.0,108.0
1649,15,18.5,0.0,4.1,24.0,849.0,0.064,92.0,83.0,78.0
1650,4,16.1,0.0,0.6,60.0,2000.0,0.028,39.0,28.0,27.0
1652,16,17.7,0.0,2.3,32.0,1949.0,0.037000000000000005,64.0,22.0,118.0
1653,6,10.7,0.0,2.5,99.0,78.0,0.034,32.0,28.0,5.0
1654,22,12.8,0.0,2.7,69.0,935.0,0.039,69.0,31.0,123.0
1655,4,14.6,0.0,0.6,49.0,2000.0,0.014,41.0,27.0,19.0
1657,20,21.8,0.0,4.4,40.0,2000.0,0.048,35.0,19.0,188.0
1660,22,18.3,0.0,1.0,37.0,970.0,0.032,169.0,38.0,172.0
1661,1,11.5,0.0,2.4,82.0,727.0,,,,63.0
1662,7,13.2,0.0,0.6,85.0,431.0,0.023,50.0,39.0,17.0
1663,8,8.9,0.0,0.9,77.0,613.0,0.005,82.0,40.0,35.0
1664,19,27.2,0.0,4.1,44.0,2000.0,0.067,47.0,32.0,331.0
1667,6,13.2,0.0,1.1,48.0,1897.0,0.008,47.0,35.0,23.0
1668,14,21.1,0.0,3.5,22.0,1855.0,0.068,46.0,22.0,127.0
1669,12,18.9,0.0,2.0,30.0,1600.0,0.054000000000000006,58.0,29.0,148.0
1671,14,26.3,0.0,4.3,31.0,1060.0,0.09,,,190.0
1672,13,20.1,0.0,5.0,32.0,1586.0,0.055,52.0,24.0,134.0
1673,4,11.0,1.0,3.4,98.0,137.0,0.04,24.0,24.0,2.0
1675,15,20.9,0.0,4.2,33.0,1598.0,0.056,65.0,29.0,143.0
1676,4,8.0,0.0,0.5,66.0,1993.0,0.031,84.0,22.0,11.0
1677,2,9.7,0.0,2.6,86.0,448.0,0.005,51.0,51.0,20.0
1678,18,21.7,0.0,3.4,60.0,1920.0,0.025,37.0,21.0,24.0
1681,10,20.9,0.0,2.1,35.0,1944.0,0.031,28.0,19.0,84.0
1682,22,11.8,0.0,2.5,53.0,2000.0,0.038,44.0,21.0,147.0
1684,19,23.7,0.0,4.1,29.0,2000.0,0.062,28.0,17.0,282.0
1685,22,12.8,0.0,1.3,72.0,2000.0,0.033,31.0,24.0,133.0
1687,18,17.8,0.0,6.5,36.0,1353.0,0.054000000000000006,122.0,19.0,101.0
1688,19,22.5,0.0,4.1,54.0,2000.0,0.044,34.0,22.0,228.0
1689,1,13.8,0.0,1.6,78.0,1351.0,,,,36.0
1690,16,19.9,0.0,4.8,15.0,1948.0,0.051,37.0,14.0,151.0
1692,2,11.3,0.0,1.6,71.0,791.0,0.027000000000000003,74.0,34.0,66.0
1694,23,13.2,0.0,4.6,22.0,2000.0,0.038,68.0,17.0,71.0
1695,20,23.2,0.0,2.5,55.0,692.0,0.059,84.0,48.0,199.0
1698,0,13.6,0.0,1.5,29.0,1154.0,0.055,76.0,66.0,47.0
1699,19,19.4,0.0,3.1,55.0,649.0,0.03,70.0,58.0,213.0
1700,22,17.7,0.0,2.5,66.0,577.0,0.07,92.0,51.0,159.0
1701,18,18.8,0.0,2.5,52.0,773.0,0.054000000000000006,75.0,45.0,279.0
1702,13,27.1,0.0,2.3,48.0,761.0,0.064,75.0,47.0,86.0
1704,5,11.9,0.0,2.1,90.0,228.0,0.005,72.0,60.0,10.0
1705,2,19.4,0.0,1.8,78.0,634.0,0.051,59.0,34.0,33.0
1707,22,11.7,0.0,1.6,41.0,910.0,0.037000000000000005,79.0,68.0,114.0
1708,16,22.8,0.0,1.1,37.0,1296.0,0.039,36.0,30.0,150.0
1711,23,13.9,0.0,3.3,43.0,2000.0,0.042,23.0,19.0,57.0
1714,18,23.1,0.0,2.6,31.0,2000.0,0.039,29.0,15.0,402.0
1715,11,18.3,0.0,2.7,33.0,2000.0,0.029,25.0,13.0,133.0
1716,13,18.3,0.0,4.4,46.0,1996.0,0.053,14.0,15.0,184.0
1717,12,21.4,0.0,,44.0,1375.0,0.044,61.0,37.0,116.0
1720,15,13.2,1.0,5.0,86.0,1087.0,0.047,22.0,17.0,14.0
1721,19,16.0,0.0,3.7,28.0,2000.0,0.038,43.0,18.0,190.0
1725,0,16.3,0.0,4.5,78.0,499.0,0.044,84.0,30.0,71.0
1726,1,16.1,0.0,1.5,68.0,1866.0,,,,67.0
1727,16,19.3,0.0,4.3,65.0,1270.0,0.049,50.0,25.0,122.0
1729,22,14.7,0.0,2.4,50.0,2000.0,0.05,46.0,24.0,173.0
1731,16,22.5,0.0,5.6,23.0,1948.0,0.062,92.0,19.0,151.0
1733,23,19.5,0.0,2.7,47.0,1753.0,0.04,53.0,35.0,134.0
1734,22,21.9,0.0,3.1,65.0,1070.0,0.059,64.0,37.0,216.0
1735,8,4.5,0.0,0.1,73.0,510.0,0.023,84.0,81.0,146.0
1736,4,14.7,0.0,0.4,76.0,1704.0,0.035,34.0,20.0,31.0
1738,18,11.2,0.0,3.3,90.0,404.0,0.033,33.0,28.0,206.0
1739,2,17.1,0.0,0.8,53.0,956.0,0.026,108.0,65.0,28.0
1740,14,27.9,0.0,3.8,27.0,1836.0,0.065,51.0,30.0,115.0
1741,19,22.3,0.0,1.1,36.0,2000.0,0.056,54.0,28.0,213.0
1742,1,18.7,0.0,1.1,63.0,2000.0,,,,49.0
1743,8,15.3,0.0,1.5,68.0,272.0,0.026,142.0,89.0,163.0
1744,1,17.3,0.0,1.3,39.0,1050.0,,,,84.0
1746,12,25.2,0.0,1.7,30.0,1665.0,0.028,60.0,36.0,117.0
1749,17,19.6,0.0,4.0,37.0,2000.0,0.054000000000000006,22.0,20.0,247.0
1750,6,4.9,0.0,1.5,67.0,746.0,0.04,67.0,63.0,24.0
1751,23,20.4,0.0,2.7,73.0,868.0,0.069,55.0,37.0,124.0
1752,10,14.0,0.0,3.6,29.0,2000.0,0.033,38.0,25.0,76.0
1753,19,17.7,0.0,4.1,25.0,1301.0,0.07,67.0,58.0,143.0
1754,13,15.8,0.0,6.3,27.0,2000.0,0.044,,,106.0
1756,19,24.6,0.0,1.6,49.0,740.0,0.07,80.0,46.0,193.0
1757,1,11.2,0.0,1.2,78.0,1982.0,,,,37.0
1758,19,15.2,0.0,3.7,70.0,588.0,0.031,65.0,51.0,124.0
1760,16,19.0,0.0,3.0,22.0,1990.0,0.05,55.0,22.0,118.0
1762,1,15.6,0.0,0.6,46.0,2000.0,,,,70.0
1763,9,19.7,0.0,2.7,71.0,718.0,0.052000000000000005,60.0,38.0,107.0
1767,11,20.1,0.0,2.6,49.0,1273.0,0.023,51.0,33.0,87.0
1769,4,12.6,0.0,1.0,65.0,2000.0,0.041,32.0,12.0,7.0
1772,14,21.4,0.0,2.0,43.0,1722.0,0.045,39.0,22.0,132.0
1773,5,9.0,0.0,1.9,90.0,260.0,0.027000000000000003,46.0,,9.0
1775,16,22.3,0.0,3.6,11.0,2000.0,0.05,17.0,13.0,149.0
1776,14,27.2,0.0,4.7,26.0,1866.0,0.068,47.0,27.0,107.0
1777,6,10.5,0.0,1.1,42.0,1825.0,0.059,60.0,38.0,20.0
1778,4,14.9,0.0,0.4,46.0,2000.0,0.028,22.0,16.0,24.0
1779,13,18.6,0.0,6.0,43.0,1980.0,0.046,58.0,16.0,188.0
1780,20,22.4,0.0,3.5,32.0,2000.0,0.051,33.0,18.0,274.0
1781,12,16.9,0.0,1.2,29.0,826.0,0.019,83.0,69.0,96.0
1782,6,9.0,0.0,2.1,90.0,245.0,0.031,37.0,,20.0
1783,14,19.5,0.0,4.2,38.0,2000.0,0.053,18.0,14.0,224.0
1784,12,16.6,0.0,1.9,44.0,1579.0,0.034,48.0,21.0,105.0
1786,23,14.3,0.0,2.6,60.0,2000.0,0.044,44.0,15.0,102.0
1787,21,19.4,0.0,2.3,39.0,2000.0,0.035,47.0,15.0,229.0
1789,1,14.1,0.0,1.5,62.0,863.0,,,,44.0
1790,5,11.5,0.0,2.3,71.0,1315.0,0.037000000000000005,75.0,19.0,12.0
1791,21,22.0,0.0,3.9,66.0,984.0,0.076,64.0,39.0,237.0
1793,21,21.2,0.0,3.3,52.0,2000.0,0.032,30.0,21.0,249.0
1795,11,23.8,0.0,1.8,34.0,2000.0,0.019,32.0,20.0,108.0
1796,13,15.7,0.0,3.3,37.0,526.0,0.047,105.0,90.0,75.0
1800,20,11.3,0.0,3.6,16.0,2000.0,0.041,65.0,15.0,84.0
1801,22,16.2,0.0,2.4,65.0,1994.0,0.025,29.0,15.0,171.0
1803,15,25.8,0.0,3.2,26.0,1986.0,0.059,29.0,19.0,256.0
1804,20,23.2,0.0,2.3,37.0,1952.0,0.07,53.0,31.0,213.0
1805,16,26.9,0.0,3.7,33.0,1997.0,0.053,18.0,14.0,151.0
1807,14,19.2,0.0,5.6,16.0,1424.0,0.045,153.0,17.0,106.0
1809,2,17.1,0.0,1.7,57.0,2000.0,0.02,46.0,29.0,70.0
1811,7,8.3,0.0,1.6,55.0,2000.0,0.005,32.0,21.0,82.0
1812,12,18.1,0.0,3.5,17.0,1996.0,0.046,34.0,17.0,137.0
1813,7,13.0,0.0,0.8,46.0,1870.0,0.006999999999999999,47.0,33.0,72.0
1814,17,22.8,0.0,3.2,58.0,1940.0,0.031,33.0,22.0,85.0
1815,4,18.0,0.0,1.7,66.0,1998.0,0.011,30.0,23.0,11.0
1816,7,10.1,0.0,0.8,84.0,757.0,0.019,40.0,33.0,100.0
1817,23,7.3,0.0,3.3,66.0,2000.0,0.041,27.0,23.0,53.0
1821,16,27.7,0.0,2.3,39.0,888.0,0.061,63.0,38.0,142.0
1823,12,19.5,0.0,2.1,32.0,2000.0,0.036000000000000004,23.0,12.0,135.0
1824,6,13.4,0.0,1.6,80.0,1088.0,0.031,33.0,20.0,35.0
1825,18,20.7,0.0,3.1,56.0,1804.0,0.05,47.0,26.0,297.0
1828,17,23.5,0.0,4.1,17.0,2000.0,0.066,39.0,21.0,300.0
1829,16,23.0,0.0,2.9,26.0,2000.0,,22.0,8.0,182.0
1830,11,16.7,0.0,3.9,39.0,1563.0,0.031,45.0,25.0,95.0
1831,2,16.4,0.0,1.4,79.0,505.0,0.042,59.0,37.0,56.0
1832,5,15.7,0.0,2.4,56.0,1179.0,0.019,141.0,36.0,8.0
1833,19,24.4,0.0,3.6,39.0,696.0,0.1,93.0,53.0,247.0
1834,14,22.1,0.0,6.0,22.0,1732.0,0.053,66.0,33.0,243.0
1836,3,8.6,0.0,2.0,68.0,1891.0,0.026,85.0,15.0,19.0
1837,2,5.1,0.0,1.3,77.0,2000.0,0.018000000000000002,16.0,,29.0
1838,23,14.1,0.0,3.1,68.0,475.0,0.032,86.0,52.0,88.0
1839,17,29.1,0.0,2.3,24.0,1900.0,0.07,42.0,27.0,213.0
1840,1,12.4,0.0,3.5,84.0,911.0,,,,57.0
1844,15,27.4,0.0,3.7,28.0,1237.0,0.091,,,318.0
1845,21,22.8,0.0,3.3,62.0,1319.0,0.067,58.0,38.0,267.0
1847,0,16.8,0.0,0.6,62.0,2000.0,0.029,35.0,19.0,94.0
1848,17,15.5,0.0,3.8,26.0,1372.0,0.068,50.0,42.0,199.0
1852,18,21.1,0.0,3.3,42.0,832.0,0.064,192.0,,236.0
1853,12,10.2,0.0,2.8,91.0,634.0,0.019,26.0,25.0,60.0
1854,7,11.2,0.0,1.8,52.0,1655.0,0.037000000000000005,95.0,30.0,90.0
1855,2,14.0,0.0,,52.0,2000.0,0.044,37.0,20.0,20.0
1856,8,10.7,0.0,1.3,82.0,731.0,0.012,46.0,36.0,180.0
1859,23,11.4,1.0,1.8,98.0,128.0,0.024,21.0,,1.0
1862,9,8.7,0.0,1.7,63.0,1483.0,0.012,67.0,34.0,92.0
1863,12,23.5,0.0,3.4,48.0,1663.0,0.026,33.0,22.0,151.0
1865,2,16.0,0.0,2.8,55.0,864.0,0.083,87.0,50.0,34.0
1866,9,15.6,0.0,0.8,58.0,963.0,0.01,51.0,30.0,140.0
1867,15,23.5,0.0,2.9,53.0,650.0,0.052000000000000005,75.0,38.0,115.0
1868,14,18.9,0.0,5.0,34.0,1602.0,0.06,60.0,35.0,112.0
1870,4,11.7,0.0,2.4,40.0,2000.0,0.042,33.0,25.0,5.0
1873,15,23.3,0.0,2.7,37.0,963.0,0.069,79.0,47.0,269.0
1874,5,11.2,0.0,2.7,38.0,2000.0,0.043,31.0,27.0,8.0
1876,12,19.5,0.0,1.5,53.0,1684.0,0.03,40.0,17.0,124.0
1877,9,6.4,0.0,0.6,62.0,453.0,0.02,90.0,79.0,87.0
1880,2,11.0,0.0,2.8,42.0,2000.0,0.037000000000000005,32.0,18.0,33.0
1881,9,20.8,0.0,2.2,58.0,1095.0,0.039,53.0,30.0,132.0
1882,2,12.1,1.0,3.3,98.0,328.0,0.034,9.0,8.0,8.0
1883,9,11.2,0.0,1.8,44.0,1901.0,0.022,30.0,18.0,121.0
1884,12,22.8,0.0,2.5,37.0,1961.0,0.036000000000000004,32.0,17.0,165.0
1886,6,3.3,0.0,1.2,83.0,1219.0,0.016,33.0,30.0,7.0
1887,10,21.7,0.0,0.9,47.0,1849.0,0.023,49.0,30.0,97.0
1891,9,18.5,0.0,3.8,58.0,975.0,0.037000000000000005,35.0,27.0,133.0
1892,3,15.4,0.0,1.6,77.0,1104.0,0.036000000000000004,23.0,18.0,14.0
1893,11,19.9,0.0,1.1,51.0,750.0,0.027000000000000003,69.0,43.0,106.0
1894,0,12.5,0.0,1.4,32.0,2000.0,0.038,27.0,19.0,63.0
1895,0,20.7,0.0,1.4,61.0,2000.0,0.018000000000000002,28.0,23.0,86.0
1899,21,19.1,0.0,2.5,66.0,1035.0,0.05,54.0,33.0,175.0
1901,3,9.7,0.0,0.2,76.0,841.0,0.005,79.0,40.0,28.0
1902,10,13.5,0.0,3.5,71.0,838.0,0.022,48.0,35.0,82.0
1903,6,10.9,0.0,3.6,39.0,2000.0,0.045,31.0,25.0,25.0
1904,18,15.1,0.0,2.0,76.0,1992.0,0.053,24.0,19.0,186.0
1906,17,23.5,0.0,4.9,24.0,2000.0,0.051,37.0,11.0,188.0
1907,6,16.1,0.0,2.1,73.0,694.0,0.029,41.0,28.0,37.0
1910,19,18.3,0.0,5.2,24.0,2000.0,0.067,36.0,21.0,226.0
1911,2,14.2,0.0,4.9,33.0,660.0,0.041,252.0,31.0,26.0
1912,17,11.4,0.0,2.3,79.0,1138.0,0.034,32.0,,74.0
1914,13,20.8,0.0,2.2,70.0,570.0,0.045,68.0,40.0,83.0
1915,5,18.2,0.0,0.6,80.0,715.0,0.058,43.0,29.0,14.0
1916,7,16.0,0.0,0.6,75.0,1159.0,0.032,27.0,18.0,117.0
1917,10,14.2,0.0,1.8,51.0,990.0,0.042,58.0,30.0,101.0
1919,5,13.5,0.0,1.0,46.0,1882.0,0.005,54.0,40.0,12.0
1920,4,11.5,0.0,2.4,64.0,1470.0,0.038,77.0,21.0,29.0
1921,21,20.4,0.0,0.1,39.0,2000.0,0.042,60.0,32.0,170.0
1924,14,13.8,1.0,4.8,74.0,1955.0,0.044,33.0,23.0,1.0
1928,1,10.6,0.0,0.2,71.0,844.0,,,,67.0
1929,13,17.9,0.0,3.4,67.0,1467.0,0.038,42.0,28.0,70.0
1931,3,13.7,0.0,2.0,80.0,1034.0,0.026,35.0,18.0,12.0
1932,4,10.1,0.0,0.0,44.0,2000.0,0.036000000000000004,26.0,20.0,9.0
1933,10,14.7,0.0,1.8,66.0,668.0,0.046,69.0,38.0,66.0
1934,1,14.1,0.0,1.3,69.0,1970.0,,,,56.0
1936,11,16.8,0.0,4.2,16.0,1228.0,0.031,197.0,22.0,67.0
1937,21,20.8,0.0,3.1,35.0,2000.0,0.053,38.0,26.0,198.0
1938,7,9.1,0.0,1.8,87.0,266.0,0.011,61.0,51.0,21.0
1940,17,20.6,0.0,3.2,56.0,1539.0,0.049,52.0,26.0,183.0
1941,1,16.6,0.0,2.1,35.0,2000.0,,,,62.0
1944,7,17.9,0.0,1.6,67.0,1420.0,0.029,53.0,29.0,26.0
1945,5,11.7,0.0,2.5,85.0,776.0,0.044,58.0,19.0,11.0
1946,15,22.2,0.0,3.4,27.0,2000.0,0.05,22.0,10.0,152.0
1947,14,24.0,0.0,2.6,51.0,1946.0,0.042,34.0,26.0,92.0
1950,9,15.0,1.0,1.4,94.0,361.0,0.018000000000000002,47.0,27.0,111.0
1952,5,9.9,0.0,1.4,68.0,840.0,0.036000000000000004,62.0,35.0,10.0
1954,16,26.3,0.0,3.9,31.0,1821.0,0.069,55.0,31.0,188.0
1955,21,17.0,0.0,2.4,27.0,2000.0,0.045,44.0,17.0,127.0
1956,10,18.2,0.0,1.0,52.0,1126.0,0.01,51.0,28.0,96.0
1957,19,25.9,0.0,7.0,25.0,1246.0,0.098,73.0,42.0,280.0
1958,14,21.6,0.0,4.5,27.0,2000.0,0.049,20.0,10.0,150.0
1960,2,8.8,0.0,2.3,68.0,1910.0,0.031,84.0,14.0,23.0
1961,7,10.1,0.0,0.9,29.0,1078.0,0.038,223.0,22.0,13.0
1962,13,24.7,0.0,2.4,30.0,1461.0,0.063,77.0,39.0,199.0
1964,20,15.0,0.0,4.4,35.0,2000.0,0.052000000000000005,49.0,18.0,170.0
1965,21,19.2,0.0,4.1,23.0,2000.0,0.051,38.0,20.0,166.0
1966,2,17.6,0.0,2.3,34.0,2000.0,0.055,46.0,20.0,43.0
1968,18,25.2,0.0,4.9,25.0,2000.0,0.064,,,332.0
1969,4,9.4,0.0,1.4,82.0,528.0,0.013,80.0,39.0,9.0
1970,9,17.0,0.0,0.4,59.0,318.0,0.021,143.0,86.0,91.0
1971,3,9.4,0.0,0.9,87.0,387.0,0.006,45.0,,8.0
1972,23,17.7,0.0,1.1,92.0,418.0,0.009000000000000001,34.0,27.0,42.0
1974,0,18.8,0.0,2.9,31.0,2000.0,0.061,53.0,22.0,69.0
1977,21,10.8,0.0,3.3,77.0,1377.0,0.029,47.0,29.0,144.0
1978,15,23.9,0.0,3.4,40.0,1259.0,0.067,66.0,43.0,302.0
1979,4,9.2,0.0,1.8,88.0,312.0,0.018000000000000002,47.0,46.0,10.0
1980,4,12.9,0.0,2.4,44.0,2000.0,0.039,17.0,10.0,19.0
1981,11,12.5,0.0,3.6,42.0,1104.0,0.006,79.0,62.0,23.0
1982,11,13.3,0.0,1.6,40.0,1569.0,0.018000000000000002,74.0,32.0,84.0
1983,3,15.8,0.0,3.1,60.0,722.0,0.08199999999999999,83.0,52.0,31.0
1984,15,18.1,0.0,1.8,31.0,1865.0,0.029,67.0,24.0,98.0
1985,7,19.5,0.0,3.3,67.0,620.0,0.06,73.0,47.0,90.0
1986,0,9.9,0.0,1.4,86.0,620.0,0.01,40.0,,47.0
1987,11,15.6,0.0,2.7,49.0,1345.0,0.016,85.0,38.0,99.0
1988,3,10.3,0.0,2.4,20.0,2000.0,0.043,64.0,19.0,16.0
1989,11,18.3,0.0,0.8,58.0,941.0,0.018000000000000002,56.0,24.0,88.0
1991,7,10.1,0.0,1.1,42.0,1913.0,0.05,59.0,36.0,82.0
1992,11,11.7,0.0,2.0,47.0,513.0,0.031,95.0,86.0,55.0
1994,1,15.1,0.0,1.3,35.0,2000.0,,,,40.0
1995,6,15.4,0.0,1.7,57.0,1234.0,0.031,119.0,27.0,11.0
1996,0,14.0,0.0,2.2,61.0,2000.0,0.036000000000000004,44.0,17.0,63.0
1998,22,20.9,0.0,4.3,70.0,839.0,0.073,61.0,38.0,139.0
2000,12,12.3,0.0,2.0,41.0,1332.0,0.025,43.0,39.0,149.0
2002,12,20.7,0.0,2.7,70.0,625.0,0.053,68.0,39.0,93.0
2003,16,21.4,0.0,3.8,21.0,1022.0,0.076,74.0,67.0,110.0
2005,1,17.7,0.0,1.0,43.0,1338.0,,,,69.0
2006,10,15.5,0.0,1.9,53.0,632.0,0.017,82.0,42.0,106.0
2007,19,21.7,0.0,2.2,12.0,2000.0,0.052000000000000005,17.0,10.0,214.0
2008,12,17.1,0.0,5.6,52.0,2000.0,0.043,39.0,32.0,139.0
2009,0,15.8,0.0,3.0,76.0,389.0,0.065,93.0,55.0,90.0
2011,22,20.3,0.0,0.9,49.0,730.0,0.07200000000000001,104.0,59.0,226.0
2012,10,15.7,0.0,2.7,61.0,1203.0,0.035,42.0,26.0,79.0
2014,21,9.2,0.0,2.3,48.0,1931.0,0.037000000000000005,46.0,37.0,57.0
2015,8,9.1,0.0,2.2,53.0,1939.0,0.013,34.0,15.0,200.0
2016,19,16.2,0.0,3.5,31.0,950.0,0.06,,,167.0
2018,16,19.8,0.0,4.2,48.0,892.0,0.071,63.0,37.0,140.0
2019,11,17.5,0.0,3.1,56.0,1237.0,0.043,106.0,19.0,91.0
2020,23,10.9,0.0,1.6,45.0,908.0,0.036000000000000004,80.0,73.0,62.0
2022,20,16.1,0.0,4.3,24.0,2000.0,0.045,47.0,15.0,169.0
2024,15,26.3,0.0,3.4,36.0,2000.0,0.057,24.0,17.0,123.0
2025,17,18.2,0.0,4.6,28.0,925.0,0.07,72.0,59.0,132.0
2027,8,10.1,0.0,1.6,54.0,1967.0,0.031,81.0,22.0,159.0
2028,17,25.7,0.0,3.5,35.0,1951.0,0.069,51.0,27.0,200.0
