index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
23857,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11736,-219,1,0,0,0,Accountants,2.0,-7.0,2.0
23858,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20136,-1795,1,0,1,0,Security staff,2.0,-13.0,2.0
23859,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,-51.0,2.0
23860,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249,-1661,1,1,1,0,,2.0,-43.0,1.0
23861,F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,,2.0,-51.0,1.0
23862,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22571,365243,1,0,1,0,,2.0,-35.0,1.0
23863,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18715,-2867,1,1,0,0,Secretaries,2.0,-60.0,2.0
23864,M,Y,Y,0,83250.0,Working,Secondary / secondary special,Married,House / apartment,-20592,-6230,1,1,1,1,,2.0,-28.0,2.0
23865,M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,-11117,-2676,1,0,0,0,Core staff,2.0,-42.0,0.0
23866,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23719,365243,1,0,1,0,,1.0,-25.0,1.0
23867,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13621,-852,1,0,0,0,Accountants,1.0,-12.0,2.0
23868,M,Y,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11724,-3703,1,1,0,1,Laborers,1.0,-2.0,1.0
23869,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-20165,-6565,1,0,0,0,Core staff,2.0,-46.0,2.0
23870,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,-40.0,2.0
23871,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13902,-1589,1,0,1,0,,2.0,-7.0,2.0
23872,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15290,-1405,1,0,0,0,Laborers,4.0,-3.0,0.0
23873,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3.0,-41.0,1.0
23874,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23510,-1144,1,0,1,0,Security staff,2.0,-9.0,1.0
23875,F,N,N,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-18868,-10993,1,1,0,0,,2.0,-50.0,2.0
23876,M,Y,Y,3,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12323,-1117,1,0,1,0,Laborers,5.0,-19.0,2.0
23877,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Drivers,2.0,-51.0,0.0
23878,F,Y,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-16816,-322,1,0,0,0,,3.0,-26.0,2.0
23879,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,1,1,1,0,Sales staff,2.0,-13.0,2.0
23880,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22670,365243,1,0,1,0,,2.0,-31.0,2.0
23881,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10906,-1619,1,0,0,1,,2.0,-40.0,2.0
23882,F,N,N,2,225000.0,State servant,Higher education,Married,With parents,-10596,-3365,1,0,0,0,Core staff,4.0,-31.0,2.0
23883,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22643,365243,1,0,1,0,,2.0,-26.0,2.0
23884,F,Y,Y,0,382500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11298,-4714,1,1,0,0,Laborers,1.0,-25.0,2.0
23885,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,1,0,Laborers,3.0,-16.0,1.0
23886,M,Y,N,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-18905,-10627,1,0,1,0,Laborers,2.0,-2.0,1.0
23887,M,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-19431,-1843,1,1,1,0,,2.0,-47.0,2.0
23888,M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,-15380,-4509,1,0,0,0,Laborers,3.0,-23.0,2.0
23889,F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,-15329,-1371,1,0,0,1,Core staff,1.0,-6.0,0.0
23890,F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,-26.0,0.0
23891,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,1,0,0,0,,3.0,-17.0,0.0
23892,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-11089,-1467,1,0,0,0,Laborers,2.0,-13.0,2.0
23893,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16415,-9756,1,0,0,0,Laborers,2.0,-29.0,0.0
23894,F,N,Y,2,67500.0,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4.0,-8.0,2.0
23895,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-19042,-3319,1,0,0,0,,1.0,-28.0,2.0
23896,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15926,-3327,1,0,0,0,,2.0,-22.0,1.0
23897,M,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-17702,-7128,1,1,1,0,Managers,2.0,-31.0,2.0
23898,F,N,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12486,-1816,1,0,0,0,Laborers,4.0,-16.0,2.0
23899,M,Y,Y,0,315000.0,Pensioner,Higher education,Married,House / apartment,-23313,365243,1,0,0,0,,2.0,-25.0,2.0
23900,F,Y,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20612,365243,1,0,0,0,,2.0,-58.0,2.0
23901,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18875,365243,1,0,0,0,,2.0,-40.0,1.0
23902,F,N,Y,0,81000.0,Working,Higher education,Married,House / apartment,-11546,-1498,1,0,0,0,,2.0,-18.0,2.0
23903,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280,365243,1,0,0,0,,1.0,-56.0,2.0
23904,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611,365243,1,0,0,0,,1.0,-5.0,2.0
23905,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,-9862,-1868,1,1,0,0,Sales staff,4.0,0.0,1.0
23906,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16133,-582,1,0,0,0,Sales staff,2.0,-10.0,2.0
23907,F,N,Y,1,157500.0,Working,Incomplete higher,Single / not married,With parents,-11496,-382,1,0,0,0,Core staff,2.0,-3.0,0.0
23908,M,N,Y,1,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16809,-5247,1,0,0,0,Laborers,3.0,-28.0,1.0
23909,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22011,365243,1,0,0,0,,2.0,-39.0,2.0
23910,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18948,365243,1,0,0,0,,3.0,-18.0,2.0
23911,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-20178,-1707,1,0,0,0,Sales staff,1.0,-11.0,2.0
23912,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15590,-890,1,0,0,0,Sales staff,2.0,-38.0,2.0
23913,F,Y,Y,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,1,0,0,0,Cooking staff,4.0,-30.0,1.0
23914,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,-15309,-5179,1,1,1,0,Core staff,2.0,-14.0,2.0
23915,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948,-9359,1,0,0,0,,3.0,-33.0,2.0
23916,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12846,-164,1,0,0,0,Managers,2.0,-18.0,1.0
23917,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,-22.0,2.0
23918,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11819,-962,1,0,0,0,Laborers,1.0,-1.0,1.0
23919,F,Y,N,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655,365243,1,0,0,0,,2.0,-47.0,0.0
23920,F,Y,Y,3,157500.0,Working,Higher education,Married,House / apartment,-12843,-755,1,0,0,0,Core staff,5.0,-38.0,1.0
23921,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10699,-400,1,1,1,0,Drivers,2.0,-58.0,2.0
23922,F,N,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11962,-380,1,0,1,0,Sales staff,1.0,-41.0,2.0
23923,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Accountants,2.0,-6.0,2.0
23924,F,Y,Y,1,292500.0,Working,Secondary / secondary special,Separated,With parents,-13284,-4439,1,0,0,0,Sales staff,2.0,-26.0,2.0
23925,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19238,365243,1,0,0,0,,2.0,-46.0,2.0
23926,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,-12.0,2.0
23927,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15407,-1801,1,0,0,0,Waiters/barmen staff,2.0,-8.0,1.0
23928,F,N,Y,0,450000.0,Commercial associate,Higher education,Married,House / apartment,-16502,-1040,1,0,0,0,,2.0,-15.0,2.0
23929,M,N,N,2,360000.0,Working,Higher education,Married,Rented apartment,-15001,-1246,1,0,0,0,Core staff,4.0,-34.0,2.0
23930,F,N,N,0,234000.0,Working,Higher education,Single / not married,House / apartment,-10621,-1931,1,0,0,0,Managers,1.0,-24.0,2.0
23931,F,N,Y,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,-22246,-14536,1,0,0,0,High skill tech staff,2.0,-32.0,2.0
23932,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,365243,1,0,1,0,,2.0,-24.0,2.0
23933,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,1,0,0,1,Core staff,3.0,-23.0,2.0
23934,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16247,-1374,1,0,1,0,,2.0,-18.0,2.0
23935,F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,1,0,0,0,Accountants,2.0,-13.0,2.0
23936,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14476,-4235,1,0,0,0,,2.0,-20.0,0.0
23937,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12167,-705,1,1,0,0,Drivers,2.0,-60.0,2.0
23938,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494,-1281,1,0,0,0,Sales staff,2.0,-22.0,2.0
23939,F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16139,-2180,1,0,0,0,Laborers,2.0,-32.0,2.0
23940,F,N,Y,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,1,0,0,0,,2.0,-17.0,2.0
23941,F,N,Y,0,207000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19569,-2013,1,0,0,0,Sales staff,1.0,-12.0,2.0
23942,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-14349,-4082,1,0,1,0,,2.0,-11.0,1.0
23943,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10718,-3852,1,1,1,0,Laborers,4.0,-30.0,0.0
23944,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419,-2423,1,0,0,0,,2.0,-17.0,2.0
23945,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16348,-4539,1,0,0,0,,2.0,-39.0,2.0
23946,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18258,-628,1,1,1,0,Laborers,1.0,-17.0,2.0
23947,F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0,-38.0,2.0
23948,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20304,365243,1,0,0,0,,2.0,-21.0,2.0
23949,F,Y,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-15055,-5238,1,1,1,1,Managers,2.0,-36.0,2.0
23950,M,Y,Y,2,292500.0,Working,Secondary / secondary special,Married,House / apartment,-13949,-3030,1,0,0,0,Laborers,4.0,-5.0,0.0
23951,F,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-16119,-3312,1,0,0,0,,2.0,-21.0,2.0
23952,M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-13885,-232,1,0,0,0,Laborers,3.0,-27.0,2.0
23953,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-14810,-1655,1,0,0,0,Laborers,2.0,-8.0,2.0
23954,F,N,N,1,159750.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9167,-317,1,1,1,0,Core staff,3.0,-21.0,2.0
23955,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22437,365243,1,0,1,0,,1.0,-27.0,0.0
23956,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24302,365243,1,0,0,0,,1.0,0.0,0.0
23957,F,N,N,0,225000.0,Pensioner,Higher education,Married,House / apartment,-20081,365243,1,0,0,1,,2.0,-24.0,2.0
23958,M,Y,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-16468,-3304,1,1,1,0,Drivers,4.0,-36.0,2.0
23959,F,Y,Y,2,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13328,-5817,1,0,1,0,High skill tech staff,4.0,-29.0,2.0
23960,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-14496,-4206,1,0,0,0,Medicine staff,3.0,-32.0,2.0
23961,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-19270,-2356,1,0,1,0,Managers,2.0,-19.0,2.0
23962,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10594,-2116,1,0,0,1,Security staff,1.0,-41.0,1.0
23963,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,-53.0,2.0
23964,M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,With parents,-11942,-3638,1,0,1,0,Sales staff,3.0,-60.0,2.0
23965,M,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15646,-4614,1,0,0,0,Laborers,3.0,-59.0,2.0
23966,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22742,365243,1,0,0,0,,2.0,-14.0,0.0
23967,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11405,-1934,1,1,0,0,,2.0,-9.0,2.0
23968,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10059,-1626,1,0,1,0,,3.0,-29.0,1.0
23969,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10271,-1629,1,0,0,0,Laborers,2.0,-12.0,1.0
23970,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19758,-1842,1,0,1,0,High skill tech staff,1.0,-7.0,2.0
23971,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,1.0,-14.0,1.0
23972,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,-25.0,0.0
23973,F,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15346,-2481,1,0,0,0,Laborers,3.0,-20.0,2.0
23974,F,Y,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12928,-1313,1,0,0,0,Accountants,5.0,-10.0,2.0
23975,M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-21753,-4540,1,0,0,0,,2.0,-29.0,2.0
23976,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,-12.0,2.0
23977,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17493,-3694,1,0,0,1,Medicine staff,2.0,-48.0,2.0
23978,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1.0,-5.0,2.0
23979,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16435,-9745,1,0,1,0,,4.0,-36.0,2.0
23980,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23679,365243,1,0,1,0,,1.0,-23.0,2.0
23981,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331,-1808,1,1,1,0,,3.0,-43.0,2.0
23982,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14080,-1869,1,0,1,0,,2.0,-22.0,0.0
23983,F,N,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,-15800,-5939,1,0,0,0,Sales staff,1.0,-51.0,1.0
23984,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638,-5891,1,0,0,0,Laborers,1.0,-27.0,1.0
23985,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,-52.0,2.0
23986,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23914,365243,1,0,0,0,,2.0,-42.0,0.0
23987,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,1.0,-58.0,2.0
23988,F,N,N,0,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19605,365243,1,0,0,0,,2.0,-41.0,2.0
23989,M,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,With parents,-10844,-1086,1,0,0,0,,1.0,-18.0,0.0
23990,M,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20544,365243,1,0,0,0,,2.0,-56.0,2.0
23991,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15555,-3514,1,0,0,0,Managers,2.0,-19.0,2.0
23992,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14172,-1130,1,0,0,0,Medicine staff,4.0,-10.0,1.0
23993,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344,-3309,1,0,0,0,Core staff,1.0,-51.0,2.0
23994,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19949,365243,1,0,0,0,,2.0,-39.0,1.0
23995,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17375,-3759,1,0,0,0,,2.0,-40.0,2.0
23996,M,N,N,0,144000.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-10337,-795,1,1,0,0,Security staff,1.0,-18.0,0.0
23997,F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,-22398,-3506,1,0,0,0,Medicine staff,2.0,-37.0,2.0
23998,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1.0,-1.0,0.0
23999,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,1.0,-38.0,2.0
24000,M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,1,0,0,Managers,4.0,-42.0,2.0
24001,F,N,N,0,49500.0,Pensioner,Higher education,Married,Municipal apartment,-21157,365243,1,0,0,0,,2.0,-6.0,2.0
24002,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2.0,-15.0,2.0
24003,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14058,-3694,1,0,0,0,Realty agents,3.0,-8.0,2.0
24004,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22611,365243,1,0,1,0,,1.0,-51.0,0.0
24005,F,N,Y,1,256500.0,State servant,Higher education,Married,House / apartment,-17594,-1315,1,0,1,0,Managers,3.0,-32.0,2.0
24006,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752,365243,1,0,0,0,,2.0,-12.0,1.0
24007,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,-13678,-7018,1,0,0,0,Core staff,5.0,-23.0,2.0
24008,F,Y,N,0,427500.0,Commercial associate,Higher education,Single / not married,With parents,-9278,-682,1,0,0,0,,1.0,-14.0,1.0
24009,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14892,-895,1,1,1,0,Accountants,2.0,-51.0,2.0
24010,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,1,1,1,0,Laborers,2.0,-14.0,2.0
24011,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,1,0,0,Drivers,2.0,-28.0,2.0
24012,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15408,-1726,1,0,0,1,Laborers,2.0,-11.0,2.0
24013,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0,-6.0,2.0
24014,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15743,-2052,1,0,1,0,Laborers,2.0,-30.0,2.0
24015,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13753,-4813,1,0,1,0,Managers,2.0,-58.0,2.0
24016,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,365243,1,0,1,0,,2.0,-41.0,2.0
24017,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18307,-8794,1,1,1,0,Drivers,2.0,-14.0,2.0
24018,F,N,N,0,157500.0,Working,Incomplete higher,Married,House / apartment,-12402,-917,1,1,0,0,Managers,2.0,-35.0,2.0
24019,F,Y,Y,0,211500.0,Working,Higher education,Married,House / apartment,-10537,-2746,1,0,0,0,Accountants,2.0,-24.0,2.0
24020,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0,-6.0,2.0
24021,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,365243,1,0,0,0,,1.0,-39.0,1.0
24022,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,1,1,1,0,High skill tech staff,4.0,-23.0,0.0
24023,F,N,Y,1,324000.0,State servant,Higher education,Married,House / apartment,-13482,-4795,1,0,0,0,Managers,3.0,-42.0,2.0
24024,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,With parents,-9130,-2105,1,0,0,0,High skill tech staff,1.0,-11.0,2.0
24025,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,1,0,0,0,Sales staff,2.0,-40.0,0.0
24026,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528,-980,1,1,1,0,Core staff,3.0,-34.0,1.0
24027,F,N,N,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,365243,1,0,0,0,,2.0,-12.0,2.0
24028,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,1,0,0,0,Accountants,2.0,-59.0,2.0
24029,F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,-45.0,2.0
24030,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13352,-2561,1,1,1,0,,3.0,-37.0,1.0
24031,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-14504,-2518,1,0,0,0,Accountants,3.0,-41.0,2.0
24032,F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19975,-10780,1,1,1,0,Laborers,2.0,-55.0,2.0
24033,M,Y,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10962,-3518,1,1,0,0,Laborers,1.0,-14.0,2.0
24034,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-12392,-3138,1,0,0,0,Sales staff,3.0,-7.0,1.0
24035,F,N,Y,0,216000.0,Working,Higher education,Married,With parents,-11445,-3657,1,0,1,0,Core staff,2.0,-5.0,2.0
24036,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10763,-1473,1,1,1,1,,2.0,-40.0,2.0
24037,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,-29.0,2.0
24038,M,Y,Y,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-17663,-1022,1,0,0,0,Low-skill Laborers,2.0,-34.0,2.0
24039,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,,2.0,-11.0,1.0
24040,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,Core staff,2.0,-26.0,1.0
24041,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13437,-1671,1,0,0,0,,3.0,-50.0,2.0
24042,F,Y,N,2,81000.0,Working,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,Sales staff,4.0,-10.0,1.0
24043,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15973,-2026,1,0,0,1,Drivers,2.0,-14.0,2.0
24044,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20481,-4084,1,0,0,0,Drivers,2.0,-2.0,1.0
24045,M,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14400,365243,1,0,1,0,,2.0,-26.0,2.0
24046,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-12135,-1216,1,0,0,0,High skill tech staff,4.0,-23.0,1.0
24047,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23267,365243,1,0,0,0,,1.0,-13.0,2.0
