id,name,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
11446,A. Okosun,24,europe,2023,MF,right,1.0,63,68,2.0,475000.0
11447,Diego Barri,22,europe,2020,MF,right,1.0,63,74,2.0,550000.0
11448,L. Schoofs,21,europe,"Jun 30, 2019",MF,right,1.0,63,71,2.0,475000.0
11449,F. Boya,22,africa,2020,MF,right,1.0,63,69,2.0,425000.0
11450,Y. Asprilla,25,south america,2019,MF,right,1.0,63,64,2.0,450000.0
11451,D. Björnquist,29,europe,2020,DF,right,1.0,63,63,2.0,280000.0
11456,Paulo Vítor,29,south america,2021,GK,right,1.0,63,64,1.0,290000.0
11460,S. Hatanaka,22,asia,2021,DF,right,1.0,63,68,2.0,425000.0
11462,A. Dovbyk,21,europe,2022,ST,left,1.0,63,73,2.0,600000.0
11465,L. Schlüter,26,europe,2020,DF,left,1.0,63,65,2.0,375000.0
11467,D. Henen,22,europe,2020,ST,right,1.0,63,74,3.0,625000.0
11470,M. Rosales,26,south america,2019,DF,right,1.0,63,66,2.0,375000.0
11472,S. Kalajdzic,20,europe,2019,MF,right,1.0,63,75,2.0,650000.0
11473,D. Djulbic,35,oceania,2019,DF,right,1.0,63,63,2.0,90000.0
11474,J. Matuwila,26,europe,2019,DF,left,1.0,63,66,2.0,375000.0
11475,S. Ito,29,asia,2021,ST,right,1.0,63,63,2.0,375000.0
11477,P. Mráz,31,europe,2019,DF,left,1.0,63,63,2.0,240000.0
11479,C. Pain,24,oceania,2019,ST,left,1.0,63,66,2.0,475000.0
11480,T. Eriksson,33,europe,2018,MF,right,1.0,63,63,2.0,220000.0
11486,U. Korun,31,europe,2020,DF,right,1.0,63,63,2.0,250000.0
11487,P. Lima,27,south america,2021,MF,right,1.0,63,64,2.0,350000.0
11488,Carlos Doncel,21,europe,2019,MF,left,1.0,63,71,3.0,550000.0
11489,N. Gotfredsen,29,europe,2020,DF,right,1.0,63,63,2.0,280000.0
11490,Dolly Menga,25,africa,2020,ST,left,1.0,63,66,3.0,475000.0
11492,P. Cappelluzzo,22,europe,2020,ST,right,1.0,63,72,2.0,575000.0
11493,J. Mucha,35,europe,2018,GK,right,1.0,63,63,1.0,90000.0
11494,M. Hvilsom,25,europe,2019,ST,right,1.0,63,66,2.0,475000.0
11496,L. Campana,25,south america,2018,ST,right,1.0,63,66,2.0,475000.0
11497,B. Miranda,20,south america,2018,ST,right,1.0,63,73,2.0,600000.0
11498,Y. Thermann,24,europe,2019,DF,right,1.0,63,69,2.0,425000.0
11500,K. Weidlich,28,europe,2019,DF,right,1.0,63,63,2.0,375000.0
11502,Endika,21,europe,2019,DF,left,1.0,63,70,2.0,450000.0
11503,Miguel Luís,19,europe,2021,MF,right,1.0,63,78,3.0,775000.0
11504,R. Pietrzak,26,europe,2019,DF,left,1.0,63,66,2.0,375000.0
11505,Josi Mouraldo,26,south america,2021,MF,left,1.0,63,63,2.0,400000.0
11506,D. Franco,26,south america,2023,DF,right,1.0,63,65,2.0,375000.0
11509,J. Monroy,22,europe,2021,DF,right,1.0,63,72,2.0,475000.0
11513,M. Van Damme,24,europe,2019,GK,right,1.0,63,68,1.0,350000.0
11518,J. Escobar,30,south america,2023,GK,right,1.0,63,63,1.0,240000.0
11521,N. Nartey,18,europe,2020,MF,right,1.0,63,81,3.0,750000.0
11522,C. Dobnik,31,europe,2019,GK,right,1.0,63,63,1.0,220000.0
11524,Edu Cortina,21,europe,2019,MF,right,1.0,63,74,3.0,625000.0
11527,J. Jacobs,20,europe,2020,MF,left,1.0,63,75,3.0,650000.0
11528,A. Al Nemer,26,asia,2020,MF,right,1.0,63,64,4.0,425000.0
11529,O. Kökçü,17,europe,2020,MF,right,1.0,63,80,3.0,725000.0
11530,M. Lewandowski,25,europe,2020,DF,left,1.0,63,64,2.0,350000.0
11535,S. Gassama,23,europe,2020,ST,right,1.0,63,70,2.0,525000.0
11537,T. Bertels,31,europe,2019,MF,left,1.0,63,63,2.0,325000.0
11541,B. Hamill,25,oceania,2019,DF,right,1.0,63,66,2.0,400000.0
11542,J. Fujimoto,34,asia,2023,MF,left,1.0,63,63,3.0,190000.0
11543,I. Sayan,25,asia,2019,ST,right,1.0,63,66,3.0,475000.0
11544,J. Mvondo,20,africa,2019,MF,right,1.0,63,71,2.0,475000.0
11553,A. Disasi,20,europe,2021,DF,right,1.0,63,74,2.0,550000.0
11556,O. Stijepović,18,europe,2021,MF,left,1.0,63,77,3.0,750000.0
11557,P. Ulvestad,27,europe,2018,MF,right,1.0,63,64,2.0,350000.0
11558,F. Børsting,23,europe,2022,MF,right,1.0,63,70,3.0,525000.0
11559,A. Fallatah,24,asia,2022,DF,right,1.0,63,68,2.0,425000.0
11560,A. Riel,28,europe,2020,ST,right,1.0,63,63,3.0,375000.0
11563,F. Salinas,36,south america,2023,DF,right,1.0,63,63,2.0,50000.0
11564,O. Batista Meier,17,europe,2021,MF,right,1.0,63,83,3.0,725000.0
11566,L. Kalludra,26,europe,2020,MF,right,1.0,63,64,3.0,425000.0
11568,D. Iversen,20,europe,"Jun 30, 2019",GK,right,1.0,63,75,1.0,525000.0
11570,N. Alho,25,europe,2018,ST,right,1.0,63,65,3.0,450000.0
11574,M. Büyüksakarya,23,europe,2020,DF,right,1.0,63,68,3.0,400000.0
11576,S. Gartenmann,21,europe,2022,DF,right,1.0,63,73,2.0,525000.0
11577,J. Lindberg,29,europe,2020,ST,right,1.0,63,63,3.0,375000.0
11579,Dioni,28,europe,2020,ST,right,1.0,63,63,3.0,375000.0
11581,A. Jafar,24,asia,2021,MF,right,1.0,63,66,3.0,475000.0
11582,O. Solet,18,europe,2022,DF,right,1.0,63,83,2.0,675000.0
11583,Jaime Gavilán,33,europe,2020,MF,left,1.0,63,63,3.0,220000.0
11585,M. Tørnes,32,europe,2023,GK,right,1.0,63,63,1.0,210000.0
11586,S. Sasaki,28,asia,2021,DF,left,1.0,63,63,2.0,290000.0
11587,E. González,36,south america,2022,DF,left,1.0,63,63,2.0,40000.0
11591,B. Niasse,21,africa,2019,GK,right,1.0,63,71,1.0,400000.0
11596,Sergio Buenacasa,22,europe,2021,ST,right,1.0,63,69,3.0,525000.0
11597,V. Hammershøj-Mistrati,26,europe,2020,MF,right,1.0,63,66,2.0,450000.0
11600,S. Suganuma,28,asia,2021,DF,right,1.0,63,64,2.0,325000.0
11604,L. Tankulic,27,europe,2019,MF,right,1.0,63,64,3.0,425000.0
11605,M. Madri,28,europe,2020,ST,right,1.0,63,63,3.0,375000.0
11606,C. Tirard,22,europe,2023,ST,left,1.0,63,70,2.0,525000.0
11607,Luis Paezinho,34,south america,2021,DF,left,1.0,63,63,2.0,110000.0
11608,F. Melegoni,19,europe,"Jun 30, 2019",MF,right,1.0,63,80,2.0,775000.0
11609,B. Mbeumo,18,europe,2021,MF,left,1.0,63,79,3.0,750000.0
11611,A. Cisco,19,europe,"Jun 30, 2019",ST,right,1.0,63,73,3.0,575000.0
11614,E. Børufsen,30,europe,2019,ST,left,1.0,63,63,2.0,350000.0
11616,R. Contreras,22,south america,2018,ST,left,1.0,63,71,2.0,550000.0
11618,A. Grbic,21,europe,2019,ST,right,1.0,63,69,2.0,525000.0
11619,G. Cortez,22,south america,2021,MF,right,1.0,63,71,3.0,550000.0
11621,D. Valencia,27,south america,2023,DF,right,1.0,63,64,2.0,350000.0
11622,F. Sierralta,21,south america,"Jun 30, 2019",DF,right,1.0,63,77,2.0,725000.0
11623,M. Minetti,29,south america,2019,MF,right,1.0,63,63,2.0,290000.0
11624,A. Kokoszka,31,europe,2019,DF,right,1.0,63,63,2.0,250000.0
11629,E. Gyasi,24,africa,2021,ST,right,1.0,63,65,3.0,450000.0
11631,A. Odabas,24,europe,2019,DF,left,1.0,63,69,2.0,425000.0
11632,Z. Arsenić,24,europe,2022,DF,right,1.0,63,70,2.0,450000.0
11634,A. Mucolli,18,europe,2020,MF,left,1.0,63,78,3.0,750000.0
11635,M. Al Anazi,28,asia,2021,GK,right,1.0,63,63,1.0,260000.0
11638,N. Rieble,22,europe,2020,DF,left,1.0,63,69,2.0,425000.0
11643,J. Gorenc Stanković,22,europe,2020,DF,right,1.0,63,76,2.0,625000.0
11644,Y. Nogami,27,asia,2021,DF,right,1.0,63,66,2.0,375000.0
11645,L. Soares,24,europe,2020,DF,left,1.0,63,66,2.0,375000.0
11646,H. Ben Moussa,26,africa,2019,MF,right,1.0,63,65,3.0,450000.0
11647,M. Anderson,20,europe,"Jun 30, 2019",MF,right,1.0,63,76,3.0,700000.0
11649,H. Jafry,26,asia,2021,MF,left,1.0,63,63,2.0,325000.0
11650,A. Lucoqui,20,europe,2021,DF,left,1.0,63,73,2.0,525000.0
11653,C. Gakpo,19,europe,2022,ST,right,1.0,63,78,3.0,800000.0
11655,S. Gölles,26,europe,2019,DF,right,1.0,63,64,2.0,350000.0
11656,C. Källqvist,34,europe,2018,GK,right,1.0,63,63,1.0,150000.0
11657,F. Doré,29,africa,2022,ST,right,1.0,63,63,2.0,375000.0
11661,F. Kanoute,19,africa,2021,MF,right,1.0,63,77,3.0,775000.0
11662,M. Ramírez,28,south america,2021,MF,left,1.0,63,63,2.0,375000.0
11663,M. Chinellato,26,europe,2020,ST,right,1.0,63,64,2.0,450000.0
11665,T. Dähne,24,europe,2020,GK,right,1.0,63,68,1.0,350000.0
11668,D. Hashioka,19,asia,2021,MF,right,1.0,63,72,3.0,550000.0
11670,T. Zwarthoed,35,europe,2019,GK,right,1.0,63,63,1.0,90000.0
11672,S. Al Mutairi,28,asia,2021,DF,right,1.0,63,63,2.0,300000.0
11679,M. Maroši,24,europe,2019,GK,right,1.0,63,67,1.0,350000.0
11681,J. Tamimi,23,asia,2018,DF,right,1.0,63,70,2.0,425000.0
11682,M. Leitsch,20,europe,2022,DF,left,1.0,63,76,2.0,625000.0
11686,F. Ladapo,25,africa,2019,ST,right,1.0,63,66,2.0,475000.0
11688,S. Furtado,23,europe,2019,DF,right,1.0,63,68,2.0,400000.0
11690,Carlos Cordero,21,europe,2019,DF,left,1.0,63,72,2.0,500000.0
11691,M. Collao,20,south america,2021,MF,right,1.0,63,77,2.0,800000.0
11696,C. Díaz,22,south america,2018,DF,right,1.0,63,72,2.0,475000.0
11698,S. Ambrosius,19,europe,2021,DF,right,1.0,63,79,2.0,725000.0
11700,E. Gertmonas,22,europe,2019,GK,right,1.0,63,74,1.0,500000.0
11702,T. Halilović,23,europe,2019,MF,right,1.0,63,71,3.0,525000.0
11703,S. Ferreira,20,south america,2021,ST,right,1.0,63,68,3.0,500000.0
11704,V. Lia,33,oceania,2019,MF,right,1.0,63,63,2.0,150000.0
11705,C. Kröpfl,28,europe,2019,MF,right,1.0,63,63,4.0,375000.0
11712,J. Gerlach,28,europe,2019,DF,left,1.0,63,64,2.0,325000.0
11713,O. Storflor,38,europe,2018,ST,right,1.0,63,63,2.0,120000.0
11714,M. Ovenstad,24,europe,2018,MF,right,1.0,63,70,2.0,500000.0
11715,F. Di Mariano,22,europe,2022,ST,right,1.0,63,70,3.0,525000.0
11723,H. Mendes,20,europe,2022,DF,right,1.0,63,73,2.0,525000.0
11725,M. Fejzullahu,24,europe,2020,MF,right,1.0,63,67,3.0,475000.0
11726,W. Abdullah,32,asia,2019,GK,right,1.0,63,63,1.0,210000.0
11728,M. Lauritsen,25,europe,2019,DF,right,1.0,63,66,2.0,400000.0
11732,S. Aborah,31,europe,2018,MF,right,1.0,63,63,3.0,325000.0
11735,L. Osaki,26,asia,2019,DF,right,1.0,63,64,2.0,350000.0
11737,M. Ridenton,22,oceania,2020,MF,right,1.0,63,71,2.0,525000.0
11739,B. Moussiti-Oko,23,africa,2020,ST,right,1.0,63,69,2.0,525000.0
11740,L. Sætra,26,europe,2019,DF,right,1.0,63,65,2.0,375000.0
11741,D. Bock,23,europe,2019,MF,right,1.0,63,68,2.0,500000.0
11742,S. Puttkammer,29,europe,2019,MF,right,1.0,63,63,2.0,290000.0
11743,B. Baiye,17,europe,2019,MF,right,1.0,63,83,2.0,650000.0
11746,Tachi,20,europe,2019,DF,right,1.0,63,78,2.0,725000.0
11749,M. Novak,27,europe,2020,DF,right,1.0,63,64,2.0,350000.0
11750,P. Grazziani,23,south america,2023,GK,right,1.0,63,71,1.0,400000.0
11756,Pelayo Morilla,16,europe,2022,MF,left,1.0,63,81,3.0,725000.0
11758,B. Blasi,22,south america,2020,DF,right,1.0,63,73,2.0,500000.0
11759,F. Eguelfi,23,europe,"Jun 30, 2019",MF,left,1.0,63,70,3.0,525000.0
11762,Ezkieta,21,europe,2019,GK,right,1.0,63,75,1.0,525000.0
11767,O. Mfulu,24,africa,2019,MF,right,1.0,63,68,2.0,425000.0
11768,Fornos,21,europe,2019,DF,left,1.0,63,74,2.0,550000.0
11771,W. Suwayyid,30,asia,2019,DF,left,1.0,63,63,2.0,270000.0
11772,G. Wojtkowiak,34,europe,2019,DF,right,1.0,63,63,2.0,100000.0
11773,I. Louati,24,africa,2021,ST,right,1.0,63,67,2.0,500000.0
11774,P. Sabbag,21,south america,"Jun 30, 2019",ST,left,1.0,63,77,2.0,825000.0
11778,E. Ozuna,22,south america,"Jun 30, 2019",MF,left,1.0,63,74,3.0,625000.0
11782,G. Yalçin,19,asia,2022,ST,right,1.0,63,75,3.0,650000.0
11784,T. Lindenhahn,27,europe,2021,DF,right,1.0,63,63,3.0,300000.0
11785,A. Empereur,24,south america,2021,DF,left,1.0,63,66,2.0,400000.0
11786,J. Schwadorf,25,europe,2019,MF,left,1.0,63,64,2.0,450000.0
11788,S. D'Almeida,22,africa,2019,MF,right,1.0,63,68,2.0,475000.0
11790,O. Boussaid,18,europe,2021,MF,left,1.0,63,77,3.0,750000.0
11791,H. Demir,20,asia,2021,MF,right,1.0,63,69,2.0,500000.0
11792,J. Pirinen,26,europe,2018,DF,left,1.0,63,64,2.0,350000.0
11793,T. Schützenauer,21,europe,2021,GK,right,1.0,63,71,1.0,400000.0
11795,A. Jallow,19,africa,2022,MF,left,1.0,63,76,3.0,700000.0
11796,N. Moreno,21,south america,2019,MF,right,1.0,63,73,3.0,600000.0
11797,E. Gómez,24,south america,2020,DF,left,1.0,63,68,2.0,400000.0
11799,Fabiem Jardim,34,south america,2021,MF,right,1.0,63,63,2.0,190000.0
11805,S. Eismann,30,europe,2020,MF,right,1.0,63,63,2.0,270000.0
11807,I. Diallo,21,africa,2020,DF,right,1.0,63,70,2.0,450000.0
11809,Y. Benrahou,19,africa,2021,MF,left,1.0,63,79,3.0,800000.0
11810,F. Brügmann,27,europe,2019,DF,right,1.0,63,64,2.0,350000.0
11811,M. Tumminello,19,europe,2023,ST,left,1.0,63,79,2.0,800000.0
11812,E. Abouchabaka,18,europe,"Jun 30, 2020",MF,left,1.0,63,80,3.0,750000.0
11813,M. Kavdanski,31,europe,2019,DF,right,1.0,63,63,2.0,250000.0
11817,André Luis Neitzke,31,south america,2019,DF,right,1.0,63,63,2.0,250000.0
11823,B. Bye,28,europe,2019,MF,right,1.0,63,63,3.0,375000.0
11826,J. Quiroga,36,south america,2022,DF,left,1.0,63,63,2.0,40000.0
11827,E. Bearzotti,21,europe,"Jun 30, 2019",ST,right,1.0,63,73,3.0,600000.0
11828,T. Mahrer,28,europe,2023,DF,right,1.0,63,63,2.0,300000.0
11829,T. Okubo,28,asia,2021,GK,right,1.0,63,63,1.0,260000.0
11830,S. Zenjov,29,europe,2021,MF,right,1.0,63,63,3.0,350000.0
11832,U. Yuvakuran,20,asia,2021,GK,right,1.0,63,76,1.0,575000.0
11833,J. Aylagas,22,south america,2020,GK,right,1.0,63,71,1.0,400000.0
11835,M. Haakenstad,24,europe,2020,DF,right,1.0,63,66,2.0,375000.0
11837,M. Baku,20,europe,2020,MF,left,1.0,63,77,3.0,800000.0
11838,G. Compagnucci,26,south america,2021,MF,right,1.0,63,63,2.0,400000.0
11839,M. Rømer,26,europe,2020,MF,right,1.0,63,64,3.0,425000.0
11843,Pistu,21,europe,2019,DF,left,1.0,63,71,2.0,475000.0
11846,M. Trianni,25,europe,2019,MF,right,1.0,63,66,3.0,475000.0
11849,Carlos Isaac,20,europe,2020,DF,right,1.0,63,76,2.0,625000.0
11850,Rafhael Lucas,25,south america,2022,ST,right,1.0,63,66,3.0,475000.0
11853,F. Luckeneder,24,europe,"Jun 30, 2019",DF,left,1.0,63,70,2.0,450000.0
11855,S. Camara Jönsson,34,europe,2018,ST,right,1.0,63,63,2.0,190000.0
11856,A. Höller,29,europe,2019,DF,right,1.0,63,63,2.0,280000.0
11858,Felipe Soldivia,30,south america,2021,MF,right,1.0,63,63,2.0,350000.0
11859,D. Bizimana,21,africa,2021,MF,right,1.0,63,71,2.0,475000.0
11860,C. Landu Landu,26,europe,2018,MF,right,1.0,63,66,2.0,450000.0
11861,O. Malik,27,oceania,2019,MF,right,1.0,63,63,2.0,300000.0
11862,G. Sandberg Magnusson,26,europe,2019,MF,right,1.0,63,65,2.0,375000.0
11870,I. Akinade,24,africa,2019,ST,right,1.0,63,68,2.0,500000.0
11873,C. Ben Saada,34,africa,2019,MF,left,1.0,63,63,3.0,190000.0
11874,B. Owundi Eko'o,24,africa,2019,DF,left,1.0,63,67,2.0,400000.0
11875,D. Bohl,24,europe,2019,MF,left,1.0,63,68,2.0,425000.0
11877,V. Castellanos,19,south america,2021,MF,right,1.0,63,80,3.0,800000.0
11879,D. Sinik,19,asia,2021,MF,left,1.0,63,77,3.0,800000.0
11880,J. Arak,23,europe,2020,ST,right,1.0,63,71,3.0,550000.0
11881,K. Al Samiri,21,asia,2021,MF,right,1.0,63,73,3.0,600000.0
11882,P. Mako,24,africa,2021,DF,left,1.0,63,68,2.0,400000.0
11886,L. Ngwat Mahop,30,africa,2019,MF,right,1.0,63,63,3.0,350000.0
11888,W. Łobodziński,35,europe,2019,MF,right,1.0,63,63,3.0,160000.0
11893,S. Suljevic,23,europe,"Dec 31, 2018",MF,right,1.0,63,69,2.0,500000.0
11896,K. Kushibiki,25,asia,2021,DF,right,1.0,63,66,2.0,400000.0
11897,K. Krolicki,22,asia,2018,MF,right,1.0,63,71,2.0,525000.0
11898,H. Abou Demba,26,africa,2021,DF,right,1.0,63,66,2.0,375000.0
11900,M. Bringaker,21,europe,2020,ST,right,1.0,63,71,3.0,550000.0
11902,C. Diop,24,africa,2018,GK,right,1.0,63,66,1.0,325000.0
11907,D. Bertrand,25,europe,2020,MF,left,1.0,63,66,3.0,475000.0
11908,Ricardo Almeida,21,europe,2022,ST,right,1.0,63,70,2.0,525000.0
11909,Rafaelson,21,south america,2021,ST,right,1.0,63,72,2.0,575000.0
11910,Y. De Winter,31,europe,2020,GK,right,1.0,63,63,1.0,220000.0
11912,D. Zibung,34,europe,2019,GK,right,1.0,63,63,1.0,150000.0
11913,M. Rigione,27,europe,2020,DF,right,1.0,63,63,2.0,300000.0
11914,S. Rénot,28,europe,2021,GK,right,1.0,63,64,1.0,300000.0
11916,H. Al Juhayyim,30,asia,2019,ST,right,1.0,63,63,2.0,350000.0
11924,R. Lauritsen,22,europe,2020,DF,right,1.0,63,73,2.0,525000.0
11925,J. Karlsson,19,europe,2021,ST,right,1.0,63,71,3.0,525000.0
11927,A. Da Cruz,21,europe,2022,ST,right,1.0,63,73,3.0,600000.0
11931,J. Hurtado,18,south america,2021,ST,right,1.0,63,80,3.0,750000.0
11933,J. Fabri,24,europe,2019,GK,right,1.0,63,68,1.0,350000.0
11936,Lolo,26,europe,2020,MF,right,1.0,63,64,2.0,350000.0
11937,PC,24,south america,2020,DF,left,1.0,63,70,2.0,425000.0
11938,M. Malsa,22,europe,"Jun 30, 2019",MF,right,1.0,63,67,2.0,475000.0
11940,M. Moström,35,europe,2018,ST,right,1.0,63,63,2.0,160000.0
11943,G. Guerra,25,south america,"Jun 30, 2019",ST,right,1.0,63,68,3.0,500000.0
11945,M. Ziereis,25,europe,2020,ST,right,1.0,63,66,2.0,475000.0
11946,N. Flø,22,europe,2020,GK,left,1.0,63,70,1.0,375000.0
11950,K. Lulić,22,europe,2021,MF,right,1.0,63,70,3.0,525000.0
11953,M. Rossmann,23,europe,2020,DF,right,1.0,63,71,2.0,475000.0
11954,A. Al Owayshir,27,asia,2021,GK,right,1.0,63,64,1.0,290000.0
11956,D. Widemann,21,europe,2020,ST,right,1.0,63,70,3.0,525000.0
11958,W. Janssens,22,europe,2020,ST,right,1.0,63,68,2.0,500000.0
11959,O. Velanas,20,europe,2020,MF,right,1.0,63,74,3.0,625000.0
11960,Carlos Miguel,21,south america,2021,GK,right,1.0,63,75,1.0,525000.0
11964,L. Vigouroux,24,south america,2019,GK,right,1.0,63,66,1.0,325000.0
11965,Y. Filigrana,27,south america,2023,MF,right,1.0,63,63,3.0,375000.0
11967,J. Lindner,30,europe,2019,MF,right,1.0,63,63,3.0,350000.0
11968,B. de Jong,24,europe,2019,GK,right,1.0,63,67,1.0,350000.0
11969,F. Fallatah,29,asia,2019,DF,right,1.0,63,63,2.0,290000.0
11972,O. Güçtekin,19,asia,2020,MF,right,1.0,63,82,3.0,725000.0
11974,D. Poggenberg,26,europe,2019,DF,left,1.0,63,66,2.0,375000.0
11977,Sito,21,europe,2020,MF,left,1.0,63,69,3.0,500000.0
11978,J. Hoffman,29,oceania,2020,ST,right,1.0,63,63,2.0,350000.0
11980,R. Peiponen,21,europe,2019,DF,right,1.0,63,69,2.0,425000.0
11984,L. Casanova,26,south america,2023,DF,right,1.0,63,66,2.0,375000.0
11986,R. Espejord,22,europe,2020,ST,right,1.0,63,72,2.0,575000.0
11990,Juan Delgado,24,europe,2019,ST,right,1.0,63,70,2.0,525000.0
11993,Joan Monterde,20,europe,2020,MF,right,1.0,63,73,3.0,600000.0
11994,G. Somi,26,asia,2022,DF,left,1.0,63,64,2.0,350000.0
11996,Luan,22,south america,2020,DF,right,1.0,63,70,2.0,450000.0
11997,Caio César,22,south america,2021,MF,right,1.0,63,68,3.0,500000.0
11998,F. Nadalín,20,south america,2021,DF,right,1.0,63,74,2.0,550000.0
11999,Uxío,27,europe,2019,ST,right,1.0,63,63,2.0,400000.0
12001,A. Al Habib,25,asia,2020,DF,right,1.0,63,65,2.0,375000.0
12003,L. Faye,20,europe,2019,DF,left,1.0,63,70,2.0,450000.0
12009,K. Burger,23,europe,2020,DF,left,1.0,63,68,2.0,425000.0
12010,H. Miyazawa,29,asia,2021,DF,right,1.0,63,63,2.0,350000.0
12013,M. Sourzac,26,europe,2019,GK,right,1.0,63,63,1.0,260000.0
12016,T. Arano,25,asia,2021,MF,right,1.0,63,68,2.0,500000.0
12020,T. Okamoto,26,asia,"Jan 31, 2019",DF,left,1.0,63,66,2.0,375000.0
12021,Toni Moya,20,europe,2019,MF,right,1.0,63,79,3.0,800000.0
12023,D. Suga,19,asia,2021,MF,left,1.0,63,74,3.0,525000.0
12024,R. Aabid,26,europe,2021,MF,left,1.0,63,64,3.0,425000.0
12026,A. Cisak,29,oceania,2019,GK,right,1.0,63,64,1.0,290000.0
12029,C. Laprevotte,25,europe,2020,MF,right,1.0,63,66,2.0,400000.0
12032,Brugui,21,europe,2020,ST,left,1.0,63,73,2.0,600000.0
12033,A. Marino,29,europe,2019,DF,left,1.0,63,63,2.0,290000.0
12035,F. Schubert,23,europe,2023,ST,right,1.0,63,69,2.0,525000.0
12036,A. Yasser,24,asia,2019,DF,left,1.0,63,68,2.0,425000.0
12040,C. Ngonge,18,europe,2019,ST,left,1.0,63,84,3.0,850000.0
12041,Domingos Quina,18,europe,2022,MF,right,1.0,63,81,3.0,750000.0
12042,L. Sörensen,18,europe,2023,MF,right,1.0,63,82,2.0,675000.0
12043,Y. Lawal,20,africa,2020,MF,right,1.0,63,72,3.0,575000.0
12045,M. Rasner,23,europe,2023,MF,right,1.0,63,67,3.0,475000.0
12046,M. Facchinetti,27,europe,2020,DF,left,1.0,63,64,2.0,350000.0
12049,M. Al Saiari,25,asia,"Jun 30, 2019",ST,right,1.0,63,65,2.0,450000.0
12051,A. Gaich,19,south america,2021,ST,right,1.0,63,78,2.0,800000.0
12052,A. Elogo,23,africa,2021,ST,right,1.0,63,69,3.0,500000.0
12053,A. Abdu Jaber,21,africa,2021,ST,right,1.0,63,65,2.0,475000.0
12055,T. Rieder,24,europe,"Jun 30, 2019",DF,right,1.0,63,68,2.0,425000.0
12057,S. Kind Mikalsen,25,europe,2018,DF,left,1.0,63,66,2.0,475000.0
12058,N. Danns,35,south america,2019,MF,right,1.0,63,63,2.0,150000.0
12059,K. Itakura,21,asia,"Jan 31, 2019",DF,right,1.0,63,70,2.0,450000.0
12062,A. Olliero,22,europe,2023,GK,right,1.0,63,69,1.0,375000.0
12064,I. Quílez,28,south america,2023,DF,right,1.0,63,63,2.0,290000.0
12065,Mario González,22,europe,2019,ST,right,1.0,63,71,3.0,550000.0
12066,S. Herrera,23,south america,2023,ST,right,1.0,63,69,2.0,525000.0
12070,J. Tjørnelund,26,europe,2021,DF,left,1.0,63,66,2.0,375000.0
12072,A. Akkaynak,19,europe,2021,MF,right,1.0,63,78,3.0,775000.0
12073,N. Al Subhi,28,asia,2021,DF,left,1.0,63,63,2.0,300000.0
12074,R. Anane-Gyasi,23,africa,2021,MF,right,1.0,63,68,3.0,500000.0
12076,M. Ratajczak,36,europe,2019,GK,right,1.0,63,63,1.0,50000.0
12077,Diga,20,europe,2022,DF,right,1.0,63,72,2.0,500000.0
12078,M. Yandaş,23,asia,2020,MF,right,1.0,63,70,3.0,525000.0
12079,S. Oum Gouet,20,africa,2020,MF,right,1.0,63,72,2.0,500000.0
12082,M. Broberg,27,europe,2022,MF,right,1.0,63,63,2.0,375000.0
12083,M. Caillard,24,europe,2020,GK,right,1.0,63,69,1.0,375000.0
12084,H. Bonmann,24,europe,2020,GK,right,1.0,63,69,1.0,375000.0
12085,H. Rashidi,23,europe,2020,DF,right,1.0,63,68,3.0,400000.0
12088,G. Fabiano,33,europe,2021,ST,right,1.0,63,63,2.0,220000.0
12089,E. Andersson,22,europe,2020,MF,left,1.0,63,71,3.0,550000.0
12091,S. Reddemann,22,europe,2019,DF,left,1.0,63,70,2.0,450000.0
12093,Vallès,28,europe,2021,MF,left,1.0,63,63,3.0,375000.0
12094,T. Kruse,35,europe,2019,MF,left,1.0,63,63,2.0,90000.0
12095,B. Soumaré,19,europe,2020,MF,right,1.0,63,81,3.0,775000.0
12096,S. Perisan,20,europe,"Jun 30, 2019",GK,right,1.0,63,72,1.0,425000.0
12098,J. Bataille,19,europe,2019,MF,right,1.0,63,75,3.0,650000.0
12104,A. Accardi,22,europe,2021,DF,right,1.0,63,71,2.0,475000.0
12105,K. Debaty,29,europe,2020,GK,right,1.0,63,64,1.0,290000.0
12106,S. Kroll,21,europe,2020,GK,right,1.0,63,72,1.0,425000.0
12108,Pedro Díaz,20,europe,2019,MF,right,1.0,63,74,3.0,625000.0
12109,A. Kubalas,26,asia,2019,DF,right,1.0,63,66,2.0,375000.0
12110,O. Sissoko,30,africa,2021,GK,right,1.0,63,63,1.0,240000.0
12111,A. Redmayne,29,oceania,2020,GK,right,1.0,63,63,1.0,250000.0
12113,S. Braun,29,europe,2019,MF,left,1.0,63,63,2.0,290000.0
12114,Isi,22,europe,2020,MF,right,1.0,63,72,2.0,550000.0
12118,R. Nilsson,29,europe,2019,MF,right,1.0,63,63,2.0,350000.0
12119,M. Armellino,28,europe,2020,MF,right,1.0,63,63,2.0,375000.0
12120,E. Marxen,27,europe,2020,DF,left,1.0,63,64,2.0,350000.0
12124,H. Amin,26,asia,2020,DF,left,1.0,63,64,3.0,350000.0
12128,R. Lemus,26,south america,2021,MF,left,1.0,63,66,3.0,450000.0
12130,J. Barny,28,europe,2018,MF,right,1.0,63,63,3.0,375000.0
12133,P. Siegl,24,europe,2019,DF,right,1.0,63,66,2.0,400000.0
